"Year_First","Year_Last","Country","PDF"
"",NA,"Cameroon","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Cameroon","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Cameroon","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Democratic Republic of Congo","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Democratic Republic of Congo","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Democratic Republic of Congo","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Gabon","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Gabon","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Tanzania","internal-pdf://1968950568.pdf"
"",NA,"Tanzania","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Tanzania","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"Tanzania","internal-pdf://1405478496.pdf;internal-pdf://2809062133.pdf"
"",NA,"United States","internal-pdf://1968950568.pdf"
"",NA,"Tanzania","internal-pdf://2735769979.pdf"
"",NA,"South Africa","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"","internal-pdf://3133228518.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"1982",NA,"United States",NA
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cameroon","internal-pdf://3922202735.pdf;internal-pdf://0084673406.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"1982",1985,"United States",NA
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Thailand","internal-pdf://3413261881.pdf;internal-pdf://1984707075.pdf"
"",NA,"Thailand","internal-pdf://3413261881.pdf;internal-pdf://1984707075.pdf"
"",NA,"Indonesia","internal-pdf://3413261881.pdf;internal-pdf://1984707075.pdf"
"1982",NA,"United States",NA
"",NA,"Indonesia","internal-pdf://3922202735.pdf;internal-pdf://0084673406.pdf"
"",NA,"Indonesia","internal-pdf://3922202735.pdf;internal-pdf://0084673406.pdf"
"",NA,"Gabon","internal-pdf://3922202735.pdf;internal-pdf://0084673406.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"Nepal","internal-pdf://3413261881.pdf;internal-pdf://1984707075.pdf"
"",NA,"Bangladesh","internal-pdf://3413261881.pdf;internal-pdf://1984707075.pdf"
"",NA,"United States","internal-pdf://2457284182.pdf;internal-pdf://0251931699.pdf;internal-pdf://1100312109.pdf;internal-pdf://2138823052.pdf;internal-pdf://1442786694.pdf"
"",NA,"Thailand","internal-pdf://3413261881.pdf;internal-pdf://1984707075.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"Gabon","internal-pdf://3922202735.pdf;internal-pdf://0084673406.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"","internal-pdf://3133228518.pdf"
"",NA,"Kenya","internal-pdf://0178280078.pdf"
"",NA,"Cameroon","internal-pdf://3922202735.pdf;internal-pdf://0084673406.pdf"
"",NA,"Cote d'Ivoire","internal-pdf://0753887278.pdf"
"",NA,"Canada","internal-pdf://2457284182.pdf;internal-pdf://0251931699.pdf;internal-pdf://1100312109.pdf;internal-pdf://2138823052.pdf;internal-pdf://1442786694.pdf"
"2007",NA,"Ghana",NA
"2007",NA,"Ghana",""
"",NA,"China","internal-pdf://2306046655.pdf"
"",NA,"China","internal-pdf://2306046655.pdf"
"2007",NA,"Ghana",""
"",NA,"Italy",";internal-pdf://4081573285.pdf"
"",NA,"Cambodia","internal-pdf://3245105242.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"","internal-pdf://3133228518.pdf"
"",NA,"","internal-pdf://3133228518.pdf"
"",NA,"Cote d'Ivoire","internal-pdf://0753887278.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"","internal-pdf://3133228518.pdf"
"",NA,"Kuwait","internal-pdf://0076007266.pdf"
"",NA,"Iraq","internal-pdf://0076007266.pdf"
"",NA,"Yemen","internal-pdf://0076007266.pdf"
"",NA,"Portugal",""
"",NA,"United States",";internal-pdf://4081573285.pdf"
"",NA,"United States",";internal-pdf://4081573285.pdf"
"",NA,"United States",";internal-pdf://4081573285.pdf"
"",NA,"Trinidad",NA
"",NA,"Trinidad",NA
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Austrialia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Austrialia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Austrialia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Austrialia","internal-pdf://1727052847.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Austrialia","internal-pdf://1727052847.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Austrialia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Austrialia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Austrialia","internal-pdf://1727052847.pdf"
"",NA,"Austrialia","internal-pdf://1727052847.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Austrialia","internal-pdf://1727052847.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Australia","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"American Samoa","internal-pdf://1458041436.pdf;internal-pdf://2300899103.pdf"
"",NA,"Nigeria",""
"",NA,"Nigeria",""
"",NA,"Nigeria",""
"",NA,"Nigeria",""
"",NA,"Australia","internal-pdf://3093530258.pdf;internal-pdf://4111557639.pdf"
"",NA,"Australia","internal-pdf://3093530258.pdf;internal-pdf://4111557639.pdf"
"",NA,"Australia","internal-pdf://3093530258.pdf;internal-pdf://4111557639.pdf"
"",NA,"Australia","internal-pdf://3407830838.pdf;internal-pdf://1090018407.pdf"
"",NA,"Australia","internal-pdf://3407830838.pdf;internal-pdf://1090018407.pdf"
"",NA,"Australia","internal-pdf://3407830838.pdf;internal-pdf://1090018407.pdf"
"",NA,"Australia","internal-pdf://3407830838.pdf;internal-pdf://1090018407.pdf"
"",NA,"Australia","internal-pdf://3206409291.pdf"
"",NA,"Australia","internal-pdf://3206409291.pdf"
"Mosquitoes fed from animal",NA,"Australia","internal-pdf://1231785913.pdf"
"1960, 1985",NA,"Japan","internal-pdf://3874232958.pdf"
"",NA,"Japan",""
"1971, 1983",NA,"Japan","internal-pdf://3874232958.pdf"
"",NA,"Japan",""
"",NA,"Malaysia",""
"1978",NA,"Japan","internal-pdf://3874232958.pdf"
"1983",NA,"Japan","internal-pdf://3874232958.pdf"
"1960, 1985",NA,"Malasyia",""
"",NA,"Malaysia",""
"",NA,"Australia",""
"",NA,"Malaysia","internal-pdf://3874232958.pdf"
"",NA,"India",""
"",NA,"United States","internal-pdf://1849067514.pdf;internal-pdf://2987776261.pdf"
"",NA,"United States","internal-pdf://2987776261.pdf"
"",NA,"United States","internal-pdf://3867373015.pdf;internal-pdf://2816502583.pdf"
"",NA,"United States",NA
"",NA,"United States",NA
"",NA,"United States",NA
"",NA,"United States",NA
"",NA,"United States",NA
"",NA,"United States","internal-pdf://3867373015.pdf;internal-pdf://2816502583.pdf"
"",NA,"United States","internal-pdf://3867373015.pdf;internal-pdf://2816502583.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"Trinidad",NA
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"French Guiana","internal-pdf://3574543168.pdf"
"",NA,"Brazil","internal-pdf://0862491730.pdf;internal-pdf://0111448576.pdf"
"",NA,"Brazil","internal-pdf://0862491730.pdf;internal-pdf://0111448576.pdf"
"",NA,"Brazil",""
"",NA,"Brazil",""
"",NA,"Australia","internal-pdf://3206409291.pdf"
"",NA,"Australia","internal-pdf://3206409291.pdf"
"",NA,"Australia","internal-pdf://3206409291.pdf"
"",NA,"Trinidad",NA
"",NA,"Trinidad",NA
"",NA,"Finland","internal-pdf://0683734075.pdf"
"",NA,"Italy","internal-pdf://0683734075.pdf"
"",NA,"Italy","internal-pdf://0683734075.pdf"
"",NA,"Italy","internal-pdf://0683734075.pdf"
"",NA,"Finland","internal-pdf://0683734075.pdf"
"",NA,"Turkey","internal-pdf://0683734075.pdf"
"",NA,"Turkey","internal-pdf://0683734075.pdf"
"",NA,"Spain","internal-pdf://2783374709.pdf;internal-pdf://1891493379.pdf"
"",NA,"Turkey","internal-pdf://0683734075.pdf"
"",NA,"Turkey","internal-pdf://0683734075.pdf"
"",NA,"Italy","internal-pdf://0683734075.pdf"
"",NA,"France","internal-pdf://0683734075.pdf"
"",NA,"Germany","internal-pdf://1288179177.pdf;internal-pdf://2979859008.pdf"
"",NA,"Germany","internal-pdf://1288179177.pdf;internal-pdf://2979859008.pdf"
"",NA,"Turkey","internal-pdf://0683734075.pdf"
"",NA,"France",""
"",NA,"Finland","internal-pdf://0683734075.pdf"
"",NA,"Turkey","internal-pdf://0683734075.pdf"
"",NA,"Italy","internal-pdf://0683734075.pdf"
"",NA,"Argentina","internal-pdf://0683734075.pdf"
"",NA,"United States","internal-pdf://2014039178.pdf"
"",NA,"Australia","internal-pdf://3325368698.pdf;internal-pdf://1754732203.pdf"
"",NA,"Japan","internal-pdf://3325368698.pdf;internal-pdf://1754732203.pdf"
"",NA,"Spain","internal-pdf://1509211723.pdf;internal-pdf://0305183784.pdf"
"",NA,"Egypt","internal-pdf://2783374709.pdf;internal-pdf://1891493379.pdf"
"",NA,"Italy","internal-pdf://2783374709.pdf;internal-pdf://1891493379.pdf"
"",NA,"Spain","internal-pdf://0683734075.pdf"
"",NA,"Egypt","internal-pdf://2783374709.pdf;internal-pdf://1891493379.pdf"
"",NA,"United Kingdom","internal-pdf://1854918036.pdf;internal-pdf://1817168691.pdf"
"1991",NA,"Egypt",""
"",NA,"Trinidad",NA
"",NA,"Trinidad",NA
"",NA,"Trinidad",NA
"",NA,"Trinidad",NA
"",NA,"Trinidad",NA
"",NA,"Trinidad",NA
"",NA,"Brazil","internal-pdf://3602790318.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"United States",NA
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"United States",NA
"",NA,"Central African Repulic","internal-pdf://1235086524.pdf;internal-pdf://2441800126.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"","internal-pdf://1235086524.pdf;internal-pdf://2441800126.pdf"
"1975",NA,"Senegal",""
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"China","internal-pdf://1347402211.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"Senegal",""
"",NA,"Senegal",""
"",NA,"Senegal",""
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"",NA,"Mexico","internal-pdf://1573445118.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"",NA,"Mexico","internal-pdf://1908586893.pdf"
"",NA,"Mexico","internal-pdf://1573445118.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"",NA,"Mexico","internal-pdf://1573445118.pdf"
"",NA,"Mexico","internal-pdf://1573445118.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"China","internal-pdf://0382058825.pdf;;internal-pdf://1941178363.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"Australia","internal-pdf://0325259182.pdf"
"",NA,"Australia","internal-pdf://0325259182.pdf"
"",NA,"Australia","internal-pdf://0325259182.pdf"
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"Mexico","internal-pdf://1347402211.pdf"
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"",NA,"Australia","internal-pdf://0325259182.pdf"
"",NA,"Senegal","internal-pdf://0113022866.pdf"
"",NA,"French Guiana","internal-pdf://3938946908.pdf;internal-pdf://1052478824.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"French Guiana","internal-pdf://3938946908.pdf;internal-pdf://1052478824.pdf"
"",NA,"French Guiana","internal-pdf://3938946908.pdf;internal-pdf://1052478824.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"Brazil","internal-pdf://4147277597.pdf"
"",NA,"Senegal","internal-pdf://0113022866.pdf"
"",NA,"Mexico","internal-pdf://1573445118.pdf"
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"",NA,"Australia","internal-pdf://0325259182.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"Australia","internal-pdf://0325259182.pdf"
"",NA,"Australia","internal-pdf://0325259182.pdf"
"",NA,"Malaysia","internal-pdf://3257936385.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"China","internal-pdf://0991492247.pdf"
"",NA,"China","internal-pdf://0991492247.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"India","internal-pdf://4127196934.pdf;internal-pdf://0026608351.pdf"
"",NA,"India","internal-pdf://4127196934.pdf;internal-pdf://0026608351.pdf"
"",NA,"India","internal-pdf://4127196934.pdf;internal-pdf://0026608351.pdf"
"1968",1968,"India","internal-pdf://4127196934.pdf;internal-pdf://0026608351.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"1961",1961,"India","internal-pdf://4127196934.pdf;internal-pdf://0026608351.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"China","internal-pdf://4202609206.pdf"
"",NA,"Brazil",""
"",NA,"Brazil",""
"",NA,"Australia",""
"",NA,"Australia",""
"",NA,"Australia",""
"",NA,"Canary Islands",NA
"",NA,"Panama","internal-pdf://2185353192.pdf"
"",NA,"Panama","internal-pdf://2185353192.pdf"
"",NA,"Panama","internal-pdf://2185353192.pdf"
"",NA,"Panama","internal-pdf://2185353192.pdf"
"",NA,"Peru","internal-pdf://1609438555.pdf"
"",NA,"Trinidad","internal-pdf://1609438555.pdf"
"",NA,"Trinidad","internal-pdf://1609438555.pdf"
"",NA,"Trinidad",""
"",NA,"Trinidad",""
"",NA,"Trinidad",""
"",NA,"United States","internal-pdf://3511573504.pdf"
"",NA,"United States","internal-pdf://1609438555.pdf"
"",NA,"United States","internal-pdf://1609438555.pdf"
"",NA,"United States","internal-pdf://1609438555.pdf"
"",NA,"United States","internal-pdf://1609438555.pdf"
"",NA,"United States","internal-pdf://1609438555.pdf"
"",NA,"United States","internal-pdf://1609438555.pdf"
"",NA,"United States","internal-pdf://1609438555.pdf"
"",NA,"United States","internal-pdf://1609438555.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://4226152061.pdf;internal-pdf://4050973724.pdf"
"",NA,"Venezuela","internal-pdf://2185353192.pdf"
"",NA,"Venezuela","internal-pdf://2185353192.pdf"
"",NA,"Venezuela","internal-pdf://2185353192.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://2185353192.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
"",NA,"Venezuela","internal-pdf://1290464086.pdf;internal-pdf://1940906714.pdf"
